ds,yhat,yhat_lower,yhat_upper,model,region
2024-05-28 19:00:00,214.87220194781727,156.5975402421893,274.54428672662425,Prophet,Annapolis Valley
2024-05-28 20:00:00,186.42020426431324,125.99301077855016,241.7510459260426,Prophet,Annapolis Valley
2024-05-28 21:00:00,146.75443149146875,89.32507946760585,207.8792172740652,Prophet,Annapolis Valley
2024-05-28 22:00:00,117.69703067521598,57.59788438972788,177.8076693948163,Prophet,Annapolis Valley
2024-05-28 23:00:00,102.66601999274434,42.7546760743538,161.98384359287076,Prophet,Annapolis Valley
2024-05-29 00:00:00,82.51836727217832,23.97165614772,140.90337018513958,Prophet,Annapolis Valley
2024-05-29 01:00:00,71.12820595844472,13.969340977400456,131.0307505132563,Prophet,Annapolis Valley
2024-05-29 02:00:00,63.84363907257444,2.5021884407887587,124.84046617421576,Prophet,Annapolis Valley
2024-05-29 03:00:00,60.980454851666885,-1.4247200841168266,120.70249682975438,Prophet,Annapolis Valley
2024-05-29 04:00:00,94.48112198426672,33.193422840000245,157.09563726455414,Prophet,Annapolis Valley
2024-05-29 05:00:00,105.65871652266986,45.21230534781019,161.5751053738235,Prophet,Annapolis Valley
2024-05-29 06:00:00,169.43125405158617,112.43218553143166,232.0789038222033,Prophet,Annapolis Valley
2024-05-29 07:00:00,175.32868646900204,116.57522894123302,231.95979555000707,Prophet,Annapolis Valley
2024-05-29 08:00:00,175.56856166210207,118.17673574432104,233.74180467495256,Prophet,Annapolis Valley
2024-05-29 09:00:00,156.75555059747418,95.01548303691216,218.93791773951068,Prophet,Annapolis Valley
2024-05-29 10:00:00,152.51434354910305,95.99420702517132,210.87835375639224,Prophet,Annapolis Valley
2024-05-29 11:00:00,167.27919717525364,109.33682826273883,227.48209704243277,Prophet,Annapolis Valley
2024-05-29 12:00:00,165.0475014224312,109.14586458397336,224.5054380684213,Prophet,Annapolis Valley
2024-05-29 13:00:00,158.43317056714218,97.60480441223936,213.34175056231703,Prophet,Annapolis Valley
2024-05-29 14:00:00,169.05931944664007,111.76866837847405,224.72508771237025,Prophet,Annapolis Valley
2024-05-29 15:00:00,160.31260310059457,97.55810975807624,221.17311106284163,Prophet,Annapolis Valley
2024-05-29 16:00:00,150.38980184610807,89.2549837384933,204.7028052454563,Prophet,Annapolis Valley
2024-05-29 17:00:00,180.65108696296895,124.32958442479374,238.9217339126653,Prophet,Annapolis Valley
2024-05-29 18:00:00,195.4546984231018,136.82160170182,256.4132509183771,Prophet,Annapolis Valley
2024-05-29 19:00:00,192.90771165558104,132.99133642242128,258.0272073112085,Prophet,Annapolis Valley
2024-05-29 20:00:00,183.4485313411906,119.1022204908464,243.04908302332424,Prophet,Annapolis Valley
2024-05-29 21:00:00,178.81309914194722,120.26056669440491,242.26293813792992,Prophet,Annapolis Valley
2024-05-29 22:00:00,134.0397288787707,76.19052864038342,195.54018011783472,Prophet,Annapolis Valley
2024-05-29 23:00:00,130.14329043515644,73.18183773188922,190.15980805157096,Prophet,Annapolis Valley
2024-05-30 00:00:00,105.46943000562388,48.93921409356529,165.03181906436384,Prophet,Annapolis Valley
2024-05-30 01:00:00,96.0398344936584,34.671086416177225,158.4517646274423,Prophet,Annapolis Valley
2024-05-30 02:00:00,78.17995247395041,17.28874204491835,137.54271026003528,Prophet,Annapolis Valley
2024-05-30 03:00:00,69.9520602395223,11.338342488755336,128.5288434134135,Prophet,Annapolis Valley
2024-05-30 04:00:00,89.13088070648362,30.253377193135837,150.25861315524878,Prophet,Annapolis Valley
2024-05-30 05:00:00,126.4780469036764,72.1891625345127,184.1449525048436,Prophet,Annapolis Valley
2024-05-30 06:00:00,154.38284282649468,97.49500217335584,212.060502654318,Prophet,Annapolis Valley
2024-05-30 07:00:00,197.82620226429057,140.54712313525974,257.32903979401976,Prophet,Annapolis Valley
2024-05-30 08:00:00,188.55076899669115,129.22652609555738,247.19088063730797,Prophet,Annapolis Valley
2024-05-30 09:00:00,168.4644568861401,107.97605175773884,226.59405098211025,Prophet,Annapolis Valley
2024-05-30 10:00:00,156.92042857947817,94.87190862774474,214.8082753644648,Prophet,Annapolis Valley
2024-05-30 11:00:00,166.1004189503271,108.68964994954284,225.35987674624025,Prophet,Annapolis Valley
2024-05-30 12:00:00,168.5350007997496,113.7840645121704,227.14650285351397,Prophet,Annapolis Valley
2024-05-30 13:00:00,168.31066751815936,106.72624146520629,228.4771657144978,Prophet,Annapolis Valley
2024-05-30 14:00:00,173.0002954266846,111.03924647997358,231.1240249732737,Prophet,Annapolis Valley
2024-05-30 15:00:00,167.36332107460103,108.81248092514194,224.61407012621143,Prophet,Annapolis Valley
2024-05-30 16:00:00,176.28045961199717,117.6696407213129,235.4008776245841,Prophet,Annapolis Valley
2024-05-30 17:00:00,194.40592637158508,136.10462003912082,254.7074963561057,Prophet,Annapolis Valley
2024-05-30 18:00:00,196.03193980130456,135.21100318470226,258.7916824669691,Prophet,Annapolis Valley
2024-05-30 19:00:00,202.87563618634476,143.42465184257608,261.12416580872264,Prophet,Annapolis Valley
2024-05-30 20:00:00,201.50238970349767,142.088977626736,261.8175727882649,Prophet,Annapolis Valley
2024-05-30 21:00:00,167.5325748464971,109.0281429136799,233.28886447873143,Prophet,Annapolis Valley
2024-05-30 22:00:00,141.59960423519547,86.4011271531943,204.94138831137897,Prophet,Annapolis Valley
2024-05-30 23:00:00,115.57177531085578,56.43960017967693,174.4373108111343,Prophet,Annapolis Valley
2024-05-31 00:00:00,96.50842011340208,35.4715926022257,157.38421705397542,Prophet,Annapolis Valley
2024-05-31 01:00:00,75.8967445557691,17.132193310133058,141.58051478636403,Prophet,Annapolis Valley
2024-05-31 02:00:00,77.62170532886826,17.862401507038793,137.8910822324591,Prophet,Annapolis Valley
2024-05-31 03:00:00,71.23274751983476,10.861280565234258,128.4926424523619,Prophet,Annapolis Valley
2024-05-31 04:00:00,86.63661766917791,31.44532781901386,142.08725769446514,Prophet,Annapolis Valley
2024-05-31 05:00:00,115.04073521674994,59.42473669008723,180.93144232644423,Prophet,Annapolis Valley
2024-05-31 06:00:00,156.5628512621589,96.35866834469188,212.73532429525093,Prophet,Annapolis Valley
2024-05-31 07:00:00,184.9244920958484,122.4703262841554,239.6251892140634,Prophet,Annapolis Valley
2024-05-31 08:00:00,180.14180644934245,119.65664117202913,239.26066640940252,Prophet,Annapolis Valley
2024-05-31 09:00:00,162.71444380538082,100.2347049900191,222.72787550651773,Prophet,Annapolis Valley
2024-05-31 10:00:00,161.52550888532474,100.89503246994305,214.99364431510057,Prophet,Annapolis Valley
2024-05-31 11:00:00,148.84147122754834,89.96339837493731,210.12470649979545,Prophet,Annapolis Valley
2024-05-31 12:00:00,155.9693067427027,93.9731078835612,215.57117863786223,Prophet,Annapolis Valley
2024-05-31 13:00:00,166.18071822135784,104.44314877361748,226.8339523680656,Prophet,Annapolis Valley
2024-05-31 14:00:00,158.9418281756357,97.46908781977164,222.40576613470205,Prophet,Annapolis Valley
2024-05-31 15:00:00,165.7103439416696,104.410283081501,222.8416419502758,Prophet,Annapolis Valley
2024-05-31 16:00:00,160.1415302744933,100.82997708594162,215.0620690462889,Prophet,Annapolis Valley
2024-05-31 17:00:00,170.5343155799769,109.0983717585611,231.5380764075989,Prophet,Annapolis Valley
2024-05-31 18:00:00,192.55921668433925,133.35370597322645,248.43734690874064,Prophet,Annapolis Valley
2024-05-31 19:00:00,193.2881079982704,134.558437592431,258.98299651090457,Prophet,Annapolis Valley
2024-05-31 20:00:00,178.23850488661856,120.46623535334336,242.04076735175084,Prophet,Annapolis Valley
2024-05-31 21:00:00,161.27254186474545,103.203985461926,219.14383367890537,Prophet,Annapolis Valley
2024-05-31 22:00:00,123.19512037246302,64.05474074855883,180.68766756303373,Prophet,Annapolis Valley
2024-05-31 23:00:00,112.09220616513323,56.69868505672429,175.02778560295,Prophet,Annapolis Valley
2024-06-01 00:00:00,97.1000475624204,34.550355321580405,153.502856292131,Prophet,Annapolis Valley
2024-06-01 01:00:00,70.20467745816177,14.726157047411355,128.5386147190368,Prophet,Annapolis Valley
2024-06-01 02:00:00,58.15169093669828,-0.5059543733376802,116.7777624099776,Prophet,Annapolis Valley
2024-06-01 03:00:00,51.70116050025057,-8.778531241497767,110.68744733736608,Prophet,Annapolis Valley
2024-06-01 04:00:00,86.58101543255661,27.64360942172513,148.3382786676279,Prophet,Annapolis Valley
2024-06-01 05:00:00,99.74033332945233,43.68254379275498,156.74818302135276,Prophet,Annapolis Valley
2024-06-01 06:00:00,139.70576870294403,78.54089817453655,199.309428196428,Prophet,Annapolis Valley
2024-06-01 07:00:00,174.24514473521012,113.24386025354195,231.86861042662704,Prophet,Annapolis Valley
2024-06-01 08:00:00,190.24655909201087,133.74308705578508,249.66249380534265,Prophet,Annapolis Valley
2024-06-01 09:00:00,157.12502869683308,100.76543516664955,218.0887037956527,Prophet,Annapolis Valley
2024-06-01 10:00:00,151.80254099794016,94.49543626004606,215.6079455966036,Prophet,Annapolis Valley
2024-06-01 11:00:00,137.26513010042711,75.72830437215373,195.9739689743741,Prophet,Annapolis Valley
2024-06-01 12:00:00,158.958754031423,94.66954362761912,217.07338195968555,Prophet,Annapolis Valley
2024-06-01 13:00:00,159.95134811121602,96.04024599425809,217.6766999865874,Prophet,Annapolis Valley
2024-06-01 14:00:00,145.5845878781133,87.80789758294893,205.4801221788314,Prophet,Annapolis Valley
2024-06-01 15:00:00,131.64982295943426,74.39694482211442,196.50313912472373,Prophet,Annapolis Valley
2024-06-01 16:00:00,161.62034782592752,98.375809032274,220.94890349636452,Prophet,Annapolis Valley
2024-06-01 17:00:00,165.6724121873769,108.85270655031604,222.72545011067533,Prophet,Annapolis Valley
2024-06-01 18:00:00,175.05594939713325,116.8151202605899,229.3972016939675,Prophet,Annapolis Valley
2024-06-01 19:00:00,177.7556330212102,118.13175277557336,241.31553894439676,Prophet,Annapolis Valley
2024-06-01 20:00:00,162.8938443497471,100.17662398026953,225.24377849376936,Prophet,Annapolis Valley
2024-06-01 21:00:00,132.63712651309626,73.28609064374633,191.9420507059961,Prophet,Annapolis Valley
2024-06-01 22:00:00,104.11854123789712,44.65023279827257,165.75785108839426,Prophet,Annapolis Valley
2024-06-01 23:00:00,94.19894676571607,36.0836267179256,149.21382648506636,Prophet,Annapolis Valley
2024-06-02 00:00:00,94.75859525571744,32.81881344596658,151.11555711462444,Prophet,Annapolis Valley
2024-06-02 01:00:00,76.47236402172469,12.53714721162484,136.33519663311804,Prophet,Annapolis Valley
2024-06-02 02:00:00,53.41224053843427,-5.910629201766857,108.13002894167424,Prophet,Annapolis Valley
2024-06-02 03:00:00,52.1283043896868,-9.97878125377381,112.09298413405668,Prophet,Annapolis Valley
2024-06-02 04:00:00,61.82828436851292,-0.9088687644448435,118.413185558361,Prophet,Annapolis Valley
2024-06-02 05:00:00,114.78334171833184,51.76263995763329,173.0142810958279,Prophet,Annapolis Valley
2024-06-02 06:00:00,160.22531892115103,98.67714116881297,217.5194492002458,Prophet,Annapolis Valley
2024-06-02 07:00:00,215.3505165743298,156.7114627408,277.46376339127994,Prophet,Annapolis Valley
2024-06-02 08:00:00,187.74971811049065,133.7485074220506,245.1101658878732,Prophet,Annapolis Valley
2024-06-02 09:00:00,168.57619708089206,107.8333570886823,226.5621791202467,Prophet,Annapolis Valley
2024-06-02 10:00:00,159.07983432157093,98.92441073034394,216.53716612734465,Prophet,Annapolis Valley
2024-06-02 11:00:00,164.48399399276144,102.20922950790133,224.6093918772002,Prophet,Annapolis Valley
2024-06-02 12:00:00,171.21063106259402,115.79943803113018,233.932792619653,Prophet,Annapolis Valley
2024-06-02 13:00:00,182.33582738562052,126.52313093162807,240.78625181374068,Prophet,Annapolis Valley
2024-06-02 14:00:00,187.1833852878705,127.86002199022018,247.4448796095828,Prophet,Annapolis Valley
2024-06-02 15:00:00,181.76572759167007,122.9133584664234,239.44338965302276,Prophet,Annapolis Valley
2024-06-02 16:00:00,184.19059187409644,124.00107809323448,244.5708605240035,Prophet,Annapolis Valley
2024-06-02 17:00:00,204.47863687373533,145.2423822972601,266.1597815393381,Prophet,Annapolis Valley
2024-06-02 18:00:00,223.0719199534585,163.87543198158403,282.9061065481047,Prophet,Annapolis Valley
2024-06-02 19:00:00,232.81029064768865,172.39018919992233,293.3364992491514,Prophet,Annapolis Valley
2024-06-02 20:00:00,225.52322961955176,169.64725621094038,283.1847349325331,Prophet,Annapolis Valley
2024-06-02 21:00:00,192.24663355232573,133.3555994649452,254.17213493782808,Prophet,Annapolis Valley
2024-06-02 22:00:00,157.61577051457078,100.37323400425184,217.6270579635298,Prophet,Annapolis Valley
2024-06-02 23:00:00,125.48879531278236,70.22166015306524,182.22549936580583,Prophet,Annapolis Valley
2024-06-03 00:00:00,140.73618654262785,83.43344376084472,200.01604702023616,Prophet,Annapolis Valley
2024-06-03 01:00:00,104.12324060265556,46.2397002863258,165.2716392957632,Prophet,Annapolis Valley
2024-06-03 02:00:00,100.86781282915788,40.793080784913,159.76892845059626,Prophet,Annapolis Valley
2024-06-03 03:00:00,102.60207363063894,40.88660786128992,159.83993654035953,Prophet,Annapolis Valley
2024-06-03 04:00:00,105.5965533944192,51.76956735692929,166.82290794478504,Prophet,Annapolis Valley
2024-06-03 05:00:00,169.17601588793266,106.48758266117392,231.6382127052977,Prophet,Annapolis Valley
2024-06-03 06:00:00,243.44063165171892,183.09682120778496,303.7964424370272,Prophet,Annapolis Valley
2024-06-03 07:00:00,258.8905186861237,198.0326830021323,321.0232662919912,Prophet,Annapolis Valley
2024-06-03 08:00:00,243.52565656280797,184.1788384495116,300.3736045953838,Prophet,Annapolis Valley
2024-06-03 09:00:00,222.1559506945341,165.45671405938728,279.7590019146087,Prophet,Annapolis Valley
2024-06-03 10:00:00,210.9790323120833,155.48012193311848,269.13859660374084,Prophet,Annapolis Valley
2024-06-03 11:00:00,204.2079921855729,146.89638960935568,261.1766147435172,Prophet,Annapolis Valley
2024-06-03 12:00:00,214.97502145154,155.22464790052976,275.1512071843108,Prophet,Annapolis Valley
2024-06-03 13:00:00,216.7941391311896,154.84754538681244,277.2365514136725,Prophet,Annapolis Valley
2024-06-03 14:00:00,215.52273423776657,155.180346218788,273.81000247288085,Prophet,Annapolis Valley
2024-06-03 15:00:00,210.3547880459329,149.76713220633744,266.0023762003649,Prophet,Annapolis Valley
2024-06-03 16:00:00,197.3505692376731,138.76222131631673,257.96383256710766,Prophet,Annapolis Valley
2024-06-03 17:00:00,221.9816644993701,160.84781698205967,282.6824158373137,Prophet,Annapolis Valley
2024-06-03 18:00:00,248.01319106280437,187.9611129839138,305.3393205569924,Prophet,Annapolis Valley
2024-06-03 19:00:00,255.79826690857664,194.69986215939252,318.83697163566404,Prophet,Annapolis Valley
2024-06-03 20:00:00,239.3165056283972,181.41822256241156,301.80643554358613,Prophet,Annapolis Valley
2024-06-03 21:00:00,211.8666823937476,153.8980197681381,269.22149784977955,Prophet,Annapolis Valley
2024-06-03 22:00:00,172.6093194294316,114.06394824913512,235.93816808990272,Prophet,Annapolis Valley
2024-06-03 23:00:00,166.86453612063832,106.0981488783326,229.75451788351455,Prophet,Annapolis Valley
2024-06-04 00:00:00,149.92847155211402,89.06438769836222,211.4640259812668,Prophet,Annapolis Valley
2024-06-04 01:00:00,123.43584818086758,65.34870299107038,180.10861303384598,Prophet,Annapolis Valley
2024-06-04 02:00:00,117.8173562324747,58.84173550769106,177.13908649805813,Prophet,Annapolis Valley
2024-06-04 03:00:00,105.93087840134493,46.70475405420618,163.99228633364726,Prophet,Annapolis Valley
2024-06-04 04:00:00,123.4999848235456,66.55714105273714,183.6047618127424,Prophet,Annapolis Valley
2024-06-04 05:00:00,171.0554405093689,111.36544427249896,230.76836272605323,Prophet,Annapolis Valley
2024-06-04 06:00:00,215.1306189416806,149.48402519653013,270.3386533385705,Prophet,Annapolis Valley
2024-06-04 07:00:00,220.26549183076455,158.13057330709375,283.4424747125555,Prophet,Annapolis Valley
2024-06-04 08:00:00,216.7645229554192,155.07285482309334,277.8872422660608,Prophet,Annapolis Valley
2024-06-04 09:00:00,199.73548418860656,141.81605113353004,257.30215033100137,Prophet,Annapolis Valley
2024-06-04 10:00:00,183.87021298027767,124.57655782936808,245.7690073995084,Prophet,Annapolis Valley
2024-06-04 11:00:00,178.19162124356353,117.53371510175272,239.8097078708209,Prophet,Annapolis Valley
2024-06-04 12:00:00,181.5905775736268,119.80065846506434,245.9881506340095,Prophet,Annapolis Valley
2024-06-04 13:00:00,186.1553973364026,127.73812744715744,243.85678665426087,Prophet,Annapolis Valley
2024-06-04 14:00:00,174.29919688150648,112.41510199350812,232.2837432913499,Prophet,Annapolis Valley
2024-06-04 15:00:00,174.74680306268073,116.2644070988358,232.09162915420205,Prophet,Annapolis Valley
2024-06-04 16:00:00,189.05855952711715,128.848639348143,250.4038236686309,Prophet,Annapolis Valley
2024-06-04 17:00:00,206.11054714755684,145.7320254998884,265.04822658475666,Prophet,Annapolis Valley
2024-06-04 18:00:00,240.24034781033868,182.8819097704696,298.3362648194648,Prophet,Annapolis Valley
2024-06-04 19:00:00,235.86103796496744,179.5219353335943,294.58655357268566,Prophet,Annapolis Valley
2024-06-04 20:00:00,219.42304263673225,161.73591847627642,276.8610825657529,Prophet,Annapolis Valley
2024-06-04 21:00:00,182.01656673690167,127.64976868716718,240.69332783859812,Prophet,Annapolis Valley
2024-06-04 22:00:00,141.39638365927527,85.52347694694001,205.62006679626057,Prophet,Annapolis Valley
2024-06-04 23:00:00,160.11439893115008,98.7936607289893,219.33015084408797,Prophet,Annapolis Valley
2024-06-05 00:00:00,146.73387839689107,91.32217025082376,204.0082550496217,Prophet,Annapolis Valley
2024-06-05 01:00:00,122.1970016360648,60.260855007325056,184.8384545464561,Prophet,Annapolis Valley
2024-06-05 02:00:00,112.74398187071706,55.99496741620254,173.8513460883381,Prophet,Annapolis Valley
2024-06-05 03:00:00,91.57013051181264,31.024071301687584,148.6759901624844,Prophet,Annapolis Valley
2024-06-05 04:00:00,120.1721545591442,63.02247654757293,178.46083414935285,Prophet,Annapolis Valley
2024-06-05 05:00:00,148.53654063263647,87.86530681051138,206.0580387680694,Prophet,Annapolis Valley
2024-06-05 06:00:00,179.33900913944387,119.40755685300309,239.34546256379315,Prophet,Annapolis Valley
2024-06-05 07:00:00,208.8016533913414,148.9318901949586,267.91388838066854,Prophet,Annapolis Valley
2024-06-05 08:00:00,219.20689697358875,157.09836507520666,276.1211228044585,Prophet,Annapolis Valley
2024-06-05 09:00:00,201.5085012304217,143.4850593158797,260.37645022617846,Prophet,Annapolis Valley
2024-06-05 10:00:00,187.5305527569906,126.12462827746462,248.40815096362692,Prophet,Annapolis Valley
2024-06-05 11:00:00,220.1958505088766,159.33134070339685,279.71685193537127,Prophet,Annapolis Valley
2024-06-05 12:00:00,193.92994647854627,137.05867166848597,253.297758220397,Prophet,Annapolis Valley
2024-06-05 13:00:00,212.0086653525668,150.4593109442727,273.3524562530835,Prophet,Annapolis Valley
2024-06-05 14:00:00,216.54075346975597,159.05109127201405,272.02552673455875,Prophet,Annapolis Valley
2024-06-05 15:00:00,201.37187825829395,137.15882243358223,261.00887697621704,Prophet,Annapolis Valley
2024-06-05 16:00:00,215.00400008697864,158.2631463964428,277.18747800793466,Prophet,Annapolis Valley
2024-06-05 17:00:00,219.1799408947098,161.42201046939024,275.4395977957924,Prophet,Annapolis Valley
2024-06-05 18:00:00,254.85248920142112,194.0726232320513,317.5939794568283,Prophet,Annapolis Valley
2024-06-05 19:00:00,274.7632599290434,212.3119393369377,334.4055936456773,Prophet,Annapolis Valley
2024-06-05 20:00:00,224.92756318180795,161.2996286346029,284.3905082343152,Prophet,Annapolis Valley
2024-06-05 21:00:00,210.4154956424,147.50936200198544,268.8242557962885,Prophet,Annapolis Valley
2024-06-05 22:00:00,180.4268317135272,116.82324500984464,239.56210377990544,Prophet,Annapolis Valley
2024-06-05 23:00:00,183.4331353971845,123.607210817939,243.36063008406515,Prophet,Annapolis Valley
2024-06-06 00:00:00,130.42346596544058,71.37526448891602,189.48961306133643,Prophet,Annapolis Valley
2024-06-06 01:00:00,107.58099731591626,48.02020803858124,169.7990907676802,Prophet,Annapolis Valley
2024-06-06 02:00:00,111.1435178324457,49.65757090753205,170.06835977592488,Prophet,Annapolis Valley
2024-06-06 03:00:00,122.41277266748412,61.715284243992365,178.7688690444649,Prophet,Annapolis Valley
2024-06-06 04:00:00,113.1706195154039,57.58533423454016,175.48534287544558,Prophet,Annapolis Valley
2024-06-06 05:00:00,137.35591071493806,76.64981709209145,197.15445499789828,Prophet,Annapolis Valley
2024-06-06 06:00:00,201.28024942508503,140.19541879358383,259.4513386730195,Prophet,Annapolis Valley
2024-06-06 07:00:00,211.03297359042455,146.45351175952368,264.51932793892126,Prophet,Annapolis Valley
2024-06-06 08:00:00,236.217944333302,179.0790022795222,297.18910947963445,Prophet,Annapolis Valley
2024-06-06 09:00:00,207.05208332421049,148.91805430122952,267.9070831807086,Prophet,Annapolis Valley
2024-06-06 10:00:00,198.00055779634408,140.115205766771,260.9799089523222,Prophet,Annapolis Valley
2024-06-06 11:00:00,194.7754855546669,137.03632386083115,249.8398230110818,Prophet,Annapolis Valley
2024-06-06 12:00:00,189.3725785927488,130.9875427825772,245.13077815556431,Prophet,Annapolis Valley
2024-06-06 13:00:00,194.27583105239847,130.299994024127,250.91679940523807,Prophet,Annapolis Valley
2024-06-06 14:00:00,214.91334568823865,154.44504577908512,275.81533752248754,Prophet,Annapolis Valley
2024-06-06 15:00:00,206.7336313328639,146.77948360880347,266.493023133269,Prophet,Annapolis Valley
2024-06-06 16:00:00,201.0396262632208,145.8354576058771,261.8871935432568,Prophet,Annapolis Valley
2024-06-06 17:00:00,206.5467647186401,149.21301057151467,265.10973836282625,Prophet,Annapolis Valley
2024-06-06 18:00:00,253.0282850242233,197.64927687982828,312.5054598462566,Prophet,Annapolis Valley
2024-06-06 19:00:00,242.4131025872826,181.79489690399973,299.84741299705126,Prophet,Annapolis Valley
2024-06-06 20:00:00,227.8977229939508,169.80065338466622,287.772863910709,Prophet,Annapolis Valley
2024-06-06 21:00:00,176.8481966031029,118.08860374043029,233.45104506334096,Prophet,Annapolis Valley
2024-06-06 22:00:00,151.08638202494387,90.08070732966516,207.80440775540416,Prophet,Annapolis Valley
2024-06-06 23:00:00,135.35190461055885,77.47649621934914,191.08713428210456,Prophet,Annapolis Valley
2024-06-07 00:00:00,112.38760093492316,52.38578622857903,171.43785446967644,Prophet,Annapolis Valley
2024-06-07 01:00:00,100.0553556523091,40.10828129473679,161.6871662150345,Prophet,Annapolis Valley
2024-06-07 02:00:00,118.69038555922432,57.46562729932088,175.57079593826512,Prophet,Annapolis Valley
2024-06-07 03:00:00,100.72448346061044,37.23874581176134,161.79954533098876,Prophet,Annapolis Valley
2024-06-07 04:00:00,99.63400664217524,40.0613581461748,161.04591657904402,Prophet,Annapolis Valley
2024-06-07 05:00:00,135.99732476919374,76.15645996563183,197.4631170479542,Prophet,Annapolis Valley
2024-06-07 06:00:00,184.66973586205205,123.9131152582648,242.39347944158436,Prophet,Annapolis Valley
2024-06-07 07:00:00,214.26206459974205,152.8631731527235,274.2737170293975,Prophet,Annapolis Valley
2024-06-07 08:00:00,220.2560564356244,163.13269417826507,279.9700891945737,Prophet,Annapolis Valley
